Workload1,Workload2,workload_online,workload_offline,Thread_combination,weight_Throughput_sum,Power,Duration,Energy,selected_model_freq,online_smact,estimated_offline_smact,estimated_offline_partition,ThreadCombination_online_offline,Weighted_Thruput_Online_Offline,estimated_best_partition_throughput,actual_best_partition_throughput,estimated_to_actual_ratio,w1_optimal_percentage,w2_optimal_percentage
wav2vec2-base-960h_batch2-inf,whisper-large-v2_batch2-inf,wav2vec2-base-960h_batch2-inf,whisper-large-v2_batch2-inf,"(w1_90, w2_10)",24.208,94.36327731092436,298.448,28181.42387,freq300,86.78608695652174,13.213913043478257,10,"(online_90, offline_10)",24.208,24.208,24.208,1.0,90,10
mobilenet_v2_1.0_224_batch2-inf,vit_h_14_batch2-train,mobilenet_v2_1.0_224_batch2-inf,vit_h_14_batch2-train,"(w1_10, w2_90)",68.582,94.79150753768845,299.337,28394.38444,freq900,5.037234042553193,94.9627659574468,90,"(online_10, offline_90)",68.582,68.582,87.93499999999999,0.7799169841360096,10,90
bert-base-cased_batch2-train,vit-base-patch16-224_batch2-inf,vit-base-patch16-224_batch2-inf,bert-base-cased_batch2-train,"(w1_60, w2_40)",38.147,92.51643216080402,299.589,27736.0254,freq900,44.15744680851064,55.84255319148936,60,"(online_40, offline_60)",38.147,38.147,72.62,0.5252960616909942,60,40
resnet-50_batch2-train,whisper-large-v2_batch2-inf,whisper-large-v2_batch2-inf,resnet-50_batch2-train,"(w1_10, w2_90)",24.069000000000003,93.67558724832216,299.003,28028.84599,freq900,91.29999999999998,8.700000000000017,10,"(online_90, offline_10)",24.069000000000003,24.069000000000003,56.669,0.4247295699588841,10,90
vit_h_14_batch2-train,whisper-large-v2_batch2-inf,whisper-large-v2_batch2-inf,vit_h_14_batch2-train,"(w1_10, w2_90)",1.661,93.5129411764706,298.62,27943.81138,freq300,94.74271844660193,5.257281553398073,10,"(online_90, offline_10)",1.661,1.661,3.0410000000000004,0.5462019072673462,10,90
albert-base-v2_batch2-train,resnet-50_batch2-train,resnet-50_batch2-train,albert-base-v2_batch2-train,"(w1_80, w2_20)",47.911,96.28890756302522,298.58,28769.62471,freq900,20.560416666666665,79.43958333333333,80,"(online_20, offline_80)",47.911,47.911,66.146,0.7243219544643668,80,20
wav2vec2-base-960h_batch2-inf,wav2vec2-base-960h_batch2-inf,wav2vec2-base-960h_batch2-inf,wav2vec2-base-960h_batch2-inf,"(w1_90, w2_10)",27.218,94.91324958123953,299.387,28435.36513,freq300,86.78608695652174,13.213913043478257,10,"(online_90, offline_10)",27.218,27.218,27.728,0.981607039815349,90,10
vit-base-patch16-224_batch2-inf,wav2vec2-base-960h_batch2-inf,vit-base-patch16-224_batch2-inf,wav2vec2-base-960h_batch2-inf,"(w1_40, w2_60)",48.922,95.29604690117256,299.318,28543.47047,freq900,44.15744680851064,55.84255319148936,60,"(online_40, offline_60)",48.922,48.922,73.914,0.6618773168817815,40,60
vit-base-patch16-224_batch2-inf,vit-base-patch16-224_batch2-inf,vit-base-patch16-224_batch2-inf,vit-base-patch16-224_batch2-inf,"(w1_40, w2_60)",87.47200000000001,94.00075376884423,299.225,28146.28974,freq900,44.15744680851064,55.84255319148936,60,"(online_40, offline_60)",87.47200000000001,87.47200000000001,92.903,0.9415411773570284,40,60
vit-base-patch16-224_batch2-inf,whisper-large-v2_batch2-inf,vit-base-patch16-224_batch2-inf,whisper-large-v2_batch2-inf,"(w1_40, w2_60)",31.41,94.0101669449082,300.445,28263.66463,freq900,44.15744680851064,55.84255319148936,60,"(online_40, offline_60)",31.41,31.41,68.349,0.4595531756133959,40,60
vit-base-patch16-224_batch2-inf,vit_h_14_batch2-train,vit-base-patch16-224_batch2-inf,vit_h_14_batch2-train,"(w1_40, w2_60)",32.946,96.2073701842546,299.359,28820.93883,freq900,44.15744680851064,55.84255319148936,60,"(online_40, offline_60)",32.946,32.946,69.927,0.47114848341842197,40,60
resnet-50_batch2-inf,wav2vec2-base-960h_batch2-inf,wav2vec2-base-960h_batch2-inf,resnet-50_batch2-inf,"(w1_20, w2_80)",75.572,95.10215719063544,299.794,28529.99203,freq900,82.68936170212766,17.310638297872345,20,"(online_80, offline_20)",75.572,75.572,99.849,0.7568628629230137,20,80
resnet-50_batch2-inf,vit-base-patch16-224_batch2-inf,vit-base-patch16-224_batch2-inf,resnet-50_batch2-inf,"(w1_60, w2_40)",129.441,92.19709030100334,299.535,27637.79153,freq900,44.15744680851064,55.84255319148936,60,"(online_40, offline_60)",129.441,129.441,138.172,0.9368106418087602,60,40
resnet-50_batch2-inf,resnet-50_batch2-inf,resnet-50_batch2-inf,resnet-50_batch2-inf,"(w1_10, w2_90)",134.379,92.08352842809364,299.505,27592.39313,freq1530,10.2,89.8,90,"(online_10, offline_90)",134.379,134.379,156.309,0.8597009769111184,10,90
resnet-50_batch2-inf,resnet-50_batch2-train,resnet-50_batch2-inf,resnet-50_batch2-train,"(w1_10, w2_90)",112.51,92.84234113712375,299.631,27832.01363,freq1530,10.2,89.8,90,"(online_10, offline_90)",112.51,112.51,136.43900000000002,0.8246175946760089,10,90
resnet-50_batch2-inf,whisper-large-v2_batch2-inf,resnet-50_batch2-inf,whisper-large-v2_batch2-inf,"(w1_10, w2_90)",36.184,94.21406722689076,298.342,28126.513250000004,freq900,14.847872340425532,85.15212765957446,90,"(online_10, offline_90)",36.184,36.184,83.90899999999999,0.431229069587291,10,90
resnet-50_batch2-inf,vit_h_14_batch2-train,resnet-50_batch2-inf,vit_h_14_batch2-train,"(w1_10, w2_90)",35.435,95.73485762144054,299.361,28678.607470000003,freq900,14.847872340425532,85.15212765957446,90,"(online_10, offline_90)",35.435,35.435,85.09700000000001,0.41640715888926755,10,90
mobilenet_v2_1.0_224_batch2-inf,wav2vec2-base-960h_batch2-inf,wav2vec2-base-960h_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,"(w1_20, w2_80)",105.45,94.64147157190637,299.71,28381.47986,freq900,82.68936170212766,17.310638297872345,20,"(online_80, offline_20)",105.45,105.45,106.065,0.9942016687880074,20,80
mobilenet_v2_1.0_224_batch2-inf,vit-base-patch16-224_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,vit-base-patch16-224_batch2-inf,"(w1_10, w2_90)",145.296,94.15060200668896,299.529,28221.22773,freq900,5.037234042553193,94.9627659574468,90,"(online_10, offline_90)",145.296,145.296,147.019,0.9882804263394527,10,90
mobilenet_v2_1.0_224_batch2-inf,resnet-50_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,resnet-50_batch2-inf,"(w1_10, w2_90)",152.619,84.3092474916388,299.52,25261.42423,freq1530,3.3,96.7,90,"(online_10, offline_90)",152.619,152.619,159.71300000000002,0.9555828266953847,10,90
mobilenet_v2_1.0_224_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,"(w1_10, w2_90)",150.607,73.15285,300.522,21988.03093,freq900,5.037234042553193,94.9627659574468,90,"(online_10, offline_90)",150.607,150.607,159.037,0.9469934669290794,10,90
mobilenet_v2_1.0_224_batch2-inf,resnet-50_batch2-train,mobilenet_v2_1.0_224_batch2-inf,resnet-50_batch2-train,"(w1_10, w2_90)",135.668,83.90292642140467,299.587,25145.21482,freq900,5.037234042553193,94.9627659574468,90,"(online_10, offline_90)",135.668,135.668,140.468,0.9658285161033119,10,90
mobilenet_v2_1.0_224_batch2-inf,whisper-large-v2_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,whisper-large-v2_batch2-inf,"(w1_10, w2_90)",69.392,94.1032998324958,299.395,28193.1449,freq900,5.037234042553193,94.9627659574468,90,"(online_10, offline_90)",69.392,69.392,84.818,0.8181282274988799,10,90
bert-base-cased_batch2-train,wav2vec2-base-960h_batch2-inf,wav2vec2-base-960h_batch2-inf,bert-base-cased_batch2-train,"(w1_10, w2_90)",25.834,95.87367449664433,298.996,28687.39912,freq300,86.78608695652174,13.213913043478257,10,"(online_90, offline_10)",25.834,25.834,25.834,1.0,10,90
bert-base-cased_batch2-train,resnet-50_batch2-inf,resnet-50_batch2-inf,bert-base-cased_batch2-train,"(w1_90, w2_10)",44.778,94.81557046979866,298.92,28361.27148,freq900,14.847872340425532,85.15212765957446,90,"(online_10, offline_90)",44.778,44.778,91.034,0.49188215392051315,90,10
bert-base-cased_batch2-train,mobilenet_v2_1.0_224_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,bert-base-cased_batch2-train,"(w1_90, w2_10)",81.887,94.7129075630252,298.588,28299.82826,freq900,5.037234042553193,94.9627659574468,90,"(online_10, offline_90)",81.887,81.887,96.212,0.851110048642581,90,10
bert-base-cased_batch2-train,bert-base-cased_batch2-train,bert-base-cased_batch2-train,bert-base-cased_batch2-train,"(w1_90, w2_10)",12.007,94.37428810720267,299.576,28291.70678,freq300,86.07565217391306,13.924347826086944,10,"(online_90, offline_10)",12.007,12.007,12.156,0.9877426785126686,90,10
bert-base-cased_batch2-train,resnet-50_batch2-train,bert-base-cased_batch2-train,resnet-50_batch2-train,"(w1_80, w2_20)",46.769,94.7726218487395,298.594,28317.55758,freq900,84.55263157894738,15.447368421052616,20,"(online_80, offline_20)",46.769,46.769,65.011,0.719401332082263,80,20
bert-base-cased_batch2-train,whisper-large-v2_batch2-inf,whisper-large-v2_batch2-inf,bert-base-cased_batch2-train,"(w1_10, w2_90)",2.8230000000000004,95.62203361344538,298.614,28573.79668,freq300,94.74271844660193,5.257281553398073,10,"(online_90, offline_10)",2.8230000000000004,2.8230000000000004,10.793,0.2615584174928195,10,90
bert-base-cased_batch2-train,vit_h_14_batch2-train,bert-base-cased_batch2-train,vit_h_14_batch2-train,"(w1_90, w2_10)",11.112,94.55139028475712,299.541,28341.97902,freq300,86.07565217391306,13.924347826086944,10,"(online_90, offline_10)",11.112,11.112,11.112,1.0,90,10
bert-base-cased_batch2-train,mobilenet_batch2-train,bert-base-cased_batch2-train,mobilenet_batch2-train,"(w1_80, w2_20)",72.007,95.3733835845896,299.343,28574.22877,freq900,84.55263157894738,15.447368421052616,20,"(online_80, offline_20)",72.007,72.007,72.23,0.9969126401772117,80,20
resnet-50_batch2-train,wav2vec2-base-960h_batch2-inf,wav2vec2-base-960h_batch2-inf,resnet-50_batch2-train,"(w1_20, w2_80)",60.018,96.34498327759198,299.817,28904.96149,freq900,82.68936170212766,17.310638297872345,20,"(online_80, offline_20)",60.018,60.018,72.866,0.8236763373864354,20,80
resnet-50_batch2-train,vit-base-patch16-224_batch2-inf,vit-base-patch16-224_batch2-inf,resnet-50_batch2-train,"(w1_60, w2_40)",104.489,93.99614357262104,300.198,28240.1432,freq900,44.15744680851064,55.84255319148936,60,"(online_40, offline_60)",104.489,104.489,121.793,0.8579228691304098,60,40
resnet-50_batch2-train,resnet-50_batch2-train,resnet-50_batch2-train,resnet-50_batch2-train,"(w1_20, w2_80)",101.457,93.694405360134,299.323,28058.53067,freq1530,15.08333333,84.91666667,80,"(online_20, offline_80)",101.457,101.457,112.776,0.8996329006171525,20,80
