Workload1,Workload2,workload_online,workload_offline,Thread_combination,weight_Throughput_sum,Power,Duration,Energy,selected_model_freq,online_smact,estimated_offline_smact,estimated_offline_partition,ThreadCombination_online_offline,Weighted_Thruput_Online_Offline,estimated_best_partition_throughput,actual_best_partition_throughput,estimated_to_actual_ratio,w1_optimal_percentage,w2_optimal_percentage
vit-base-patch16-224_batch2-inf,vit_h_14_batch2-train,vit-base-patch16-224_batch2-inf,vit_h_14_batch2-train,"(w1_30, w2_70)",46.411,185.451375,280.666,52115.83041,freq1530,33.125,66.875,70,"(online_30, offline_70)",46.411,46.411,84.876,0.546809463,30,70
resnet-50_batch2-inf,wav2vec2-base-960h_batch2-inf,wav2vec2-base-960h_batch2-inf,resnet-50_batch2-inf,"(w1_20, w2_80)",115.336,184.4504643,280.536,51803.30939,freq1530,80.24,19.76,20,"(online_80, offline_20)",115.336,115.336,117.47,0.98183366,20,80
resnet-50_batch2-inf,vit-base-patch16-224_batch2-inf,resnet-50_batch2-inf,vit-base-patch16-224_batch2-inf,"(w1_10, w2_90)",134.942,154.6529928,279.457,43261.53142,freq1530,10.2,89.8,90,"(online_10, offline_90)",134.942,134.942,151.158,0.892721523,10,90
resnet-50_batch2-inf,resnet-50_batch2-inf,resnet-50_batch2-inf,resnet-50_batch2-inf,"(w1_10, w2_90)",139.727,93.10560932,279.444,26030.45071,freq1530,10.2,89.8,90,"(online_10, offline_90)",139.727,139.727,157.514,0.887076704,10,90
resnet-50_batch2-inf,resnet-50_batch2-train,resnet-50_batch2-inf,resnet-50_batch2-train,"(w1_10, w2_90)",112.37,92.78332136,279.185,25918.06946,freq1530,10.2,89.8,90,"(online_10, offline_90)",112.37,112.37,138.639,0.810522292,10,90
resnet-50_batch2-inf,whisper-large-v2_batch2-inf,resnet-50_batch2-inf,whisper-large-v2_batch2-inf,"(w1_10, w2_90)",57.181,176.2204659,279.593,49327.94681,freq900,14.84787234,85.15212766,90,"(online_10, offline_90)",57.181,57.181,84.916,0.673383108,10,90
resnet-50_batch2-inf,vit_h_14_batch2-train,resnet-50_batch2-inf,vit_h_14_batch2-train,"(w1_10, w2_90)",55.34,179.4158065,279.649,50233.09593,freq1530,10.2,89.8,90,"(online_10, offline_90)",55.34,55.34,85.173,0.649736419,10,90
mobilenet_v2_1.0_224_batch2-inf,wav2vec2-base-960h_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,wav2vec2-base-960h_batch2-inf,"(w1_10, w2_90)",126.031,184.4783871,279.488,51622.3287,freq1530,3.3,96.7,90,"(online_10, offline_90)",126.031,126.031,126.031,1,10,90
mobilenet_v2_1.0_224_batch2-inf,vit-base-patch16-224_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,vit-base-patch16-224_batch2-inf,"(w1_10, w2_90)",154.931,142.3284946,279.45,39811.19087,freq1530,3.3,96.7,90,"(online_10, offline_90)",154.931,154.931,157.14,0.985942472,10,90
mobilenet_v2_1.0_224_batch2-inf,resnet-50_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,resnet-50_batch2-inf,"(w1_10, w2_90)",151.388,83.76460573,279.46,23417.8397,freq1530,3.3,96.7,90,"(online_10, offline_90)",151.388,151.388,157.96,0.95839453,10,90
mobilenet_v2_1.0_224_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,"(w1_10, w2_90)",152.381,72.96930108,279.451,20395.12346,freq900,5.037234043,94.96276596,90,"(online_10, offline_90)",152.381,152.381,160.522,0.94928421,10,90
mobilenet_v2_1.0_224_batch2-inf,resnet-50_batch2-train,mobilenet_v2_1.0_224_batch2-inf,resnet-50_batch2-train,"(w1_10, w2_90)",138.929,85.17291592,280.221,23877.29459,freq900,5.037234043,94.96276596,90,"(online_10, offline_90)",138.929,138.929,140.747,0.987083206,10,90
mobilenet_v2_1.0_224_batch2-inf,whisper-large-v2_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,whisper-large-v2_batch2-inf,"(w1_10, w2_90)",86.349,176.1732975,279.653,49327.27884,freq1530,3.3,96.7,90,"(online_10, offline_90)",86.349,86.349,86.488,0.998392841,10,90
bert-base-cased_batch2-train,wav2vec2-base-960h_batch2-inf,wav2vec2-base-960h_batch2-inf,bert-base-cased_batch2-train,"(w1_20, w2_80)",47.366,188.6475583,279.135,52724.23052,freq900,82.6893617,17.3106383,20,"(online_80, offline_20)",47.366,47.366,49.246,0.961824311,20,80
bert-base-cased_batch2-train,resnet-50_batch2-inf,resnet-50_batch2-inf,bert-base-cased_batch2-train,"(w1_90, w2_10)",72.954,184.9472122,278.841,51632.16777,freq1530,10.2,89.8,90,"(online_10, offline_90)",72.954,72.954,100.366,0.726879621,90,10
bert-base-cased_batch2-train,mobilenet_v2_1.0_224_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,bert-base-cased_batch2-train,"(w1_90, w2_10)",104.591,186.87307,279.123,52218.66317,freq1530,3.3,96.7,90,"(online_10, offline_90)",104.591,104.591,104.591,1,90,10
bert-base-cased_batch2-train,bert-base-cased_batch2-train,bert-base-cased_batch2-train,bert-base-cased_batch2-train,"(w1_80, w2_20)",23.871,186.0769784,278.991,51979.28761,freq900,84.55263158,15.44736842,20,"(online_80, offline_20)",23.871,23.871,24.31,0.981941588,80,20
bert-base-cased_batch2-train,resnet-50_batch2-train,resnet-50_batch2-train,bert-base-cased_batch2-train,"(w1_80, w2_20)",70.252,185.7823878,279.298,51950.57159,freq1530,15.08333333,84.91666667,80,"(online_20, offline_80)",70.252,70.252,72.111,0.974220299,80,20
bert-base-cased_batch2-train,whisper-large-v2_batch2-inf,whisper-large-v2_batch2-inf,bert-base-cased_batch2-train,"(w1_10, w2_90)",5.786,177.3449911,280.115,49739.22753,freq900,91.3,8.7,10,"(online_90, offline_10)",5.786,5.786,21.133,0.273789807,10,90
bert-base-cased_batch2-train,vit_h_14_batch2-train,bert-base-cased_batch2-train,vit_h_14_batch2-train,"(w1_80, w2_20)",20.042,186.6139606,279.799,52279.0496,freq900,84.55263158,15.44736842,20,"(online_80, offline_20)",20.042,20.042,21.544,0.930282213,80,20
bert-base-cased_batch2-train,mobilenet_batch2-train,bert-base-cased_batch2-train,mobilenet_batch2-train,"(w1_90, w2_10)",81.816,186.4834829,279.304,52148.11139,freq1530,85.53076923,14.46923077,10,"(online_90, offline_10)",81.816,81.816,81.825,0.999890009,90,10
resnet-50_batch2-train,wav2vec2-base-960h_batch2-inf,wav2vec2-base-960h_batch2-inf,resnet-50_batch2-train,"(w1_20, w2_80)",95.396,187.1307525,299.728,56150.57548,freq1530,80.24,19.76,20,"(online_80, offline_20)",95.396,95.396,95.396,1,20,80
resnet-50_batch2-train,vit-base-patch16-224_batch2-inf,vit-base-patch16-224_batch2-inf,resnet-50_batch2-train,"(w1_70, w2_30)",107.468,129.4442576,280.217,36302.74184,freq1530,33.125,66.875,70,"(online_30, offline_70)",107.468,107.468,134.179,0.800930101,70,30
resnet-50_batch2-train,resnet-50_batch2-train,resnet-50_batch2-train,resnet-50_batch2-train,"(w1_20, w2_80)",110.136,95.9608079,279.227,26809.78136,freq1530,15.08333333,84.91666667,80,"(online_20, offline_80)",110.136,110.136,113.145,0.973405807,20,80
resnet-50_batch2-train,vit_h_14_batch2-train,resnet-50_batch2-train,vit_h_14_batch2-train,"(w1_20, w2_80)",54.504,182.0883333,279.88,51023.68455,freq900,20.56041667,79.43958333,80,"(online_20, offline_80)",54.504,54.504,60.255,0.904555639,20,80
whisper-large-v2_batch2-inf,whisper-large-v2_batch2-inf,whisper-large-v2_batch2-inf,whisper-large-v2_batch2-inf,"(w1_90, w2_10)",3.091,179.4753667,280.248,50362.40803,freq900,91.3,8.7,10,"(online_90, offline_10)",3.091,3.091,3.153,0.980336188,90,10
vit_h_14_batch2-train,wav2vec2-base-960h_batch2-inf,wav2vec2-base-960h_batch2-inf,vit_h_14_batch2-train,"(w1_20, w2_80)",42.772,186.012509,279.71,52092.10164,freq900,82.6893617,17.3106383,20,"(online_80, offline_20)",42.772,42.772,47.121,0.907705694,20,80
vit_h_14_batch2-train,vit_h_14_batch2-train,vit_h_14_batch2-train,vit_h_14_batch2-train,"(w1_90, w2_10)",6.535,182.0048997,299.807,54631.3387,freq900,87.14505495,12.85494505,10,"(online_90, offline_10)",6.535,6.535,6.936,0.942185698,90,10
albert-base-v2_batch2-train,wav2vec2-base-960h_batch2-inf,wav2vec2-base-960h_batch2-inf,albert-base-v2_batch2-train,"(w1_20, w2_80)",47.652,187.0636625,279.266,52304.70859,freq900,82.6893617,17.3106383,20,"(online_80, offline_20)",47.652,47.652,49.695,0.958889224,20,80
albert-base-v2_batch2-train,vit-base-patch16-224_batch2-inf,vit-base-patch16-224_batch2-inf,albert-base-v2_batch2-train,"(w1_70, w2_30)",61.992,187.4339138,279.207,52394.98146,freq1530,33.125,66.875,70,"(online_30, offline_70)",61.992,61.992,87.97,0.704694782,70,30
albert-base-v2_batch2-train,resnet-50_batch2-inf,resnet-50_batch2-inf,albert-base-v2_batch2-train,"(w1_90, w2_10)",76.027,188.7736625,279.101,52751.33308,freq1530,10.2,89.8,90,"(online_10, offline_90)",76.027,76.027,102.685,0.740390515,90,10
albert-base-v2_batch2-train,mobilenet_v2_1.0_224_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,albert-base-v2_batch2-train,"(w1_90, w2_10)",108.734,185.0733752,279.048,51705.64696,freq1530,3.3,96.7,90,"(online_10, offline_90)",108.734,108.734,108.734,1,90,10
albert-base-v2_batch2-train,bert-base-cased_batch2-train,albert-base-v2_batch2-train,bert-base-cased_batch2-train,"(w1_90, w2_10)",25.628,186.1080216,278.917,51973.52543,freq900,88.05208333,11.94791667,10,"(online_90, offline_10)",25.628,25.628,25.628,1,90,10
albert-base-v2_batch2-train,whisper-large-v2_batch2-inf,whisper-large-v2_batch2-inf,albert-base-v2_batch2-train,"(w1_10, w2_90)",6.03,179.208723,278.815,50028.67515,freq900,91.3,8.7,10,"(online_90, offline_10)",6.03,6.03,23.017,0.261980275,10,90
albert-base-v2_batch2-train,vit_h_14_batch2-train,albert-base-v2_batch2-train,vit_h_14_batch2-train,"(w1_90, w2_10)",23.703,189.7143369,279.607,53111.74425,freq900,88.05208333,11.94791667,10,"(online_90, offline_10)",23.703,23.703,23.703,1,90,10
albert-base-v2_batch2-train,albert-base-v2_batch2-train,albert-base-v2_batch2-train,albert-base-v2_batch2-train,"(w1_90, w2_10)",25.691,184.967509,279.917,51840.5354,freq900,88.05208333,11.94791667,10,"(online_90, offline_10)",25.691,25.691,26.331,0.975694049,90,10
albert-base-v2_batch2-train,mobilenet_batch2-train,albert-base-v2_batch2-train,mobilenet_batch2-train,"(w1_90, w2_10)",85.75,186.6494633,280.259,52369.35184,freq1530,88.70833333,11.29166667,10,"(online_90, offline_10)",85.75,85.75,85.75,1,90,10
albert-base-v2_batch2-train,bert-base-cased_batch2-inf,bert-base-cased_batch2-inf,albert-base-v2_batch2-train,"(w1_10, w2_90)",75.249,188.6028495,280.006,52875.50218,freq900,88.43404255,11.56595745,10,"(online_90, offline_10)",75.249,75.249,75.249,1,10,90
mobilenet_batch2-train,wav2vec2-base-960h_batch2-inf,wav2vec2-base-960h_batch2-inf,mobilenet_batch2-train,"(w1_20, w2_80)",107.478,186.1526212,279.265,52047.48787,freq1530,80.24,19.76,20,"(online_80, offline_20)",107.478,107.478,108.227,0.993079361,20,80
mobilenet_batch2-train,vit-base-patch16-224_batch2-inf,vit-base-patch16-224_batch2-inf,mobilenet_batch2-train,"(w1_70, w2_30)",108.196,118.4104472,280.247,33209.67473,freq1530,33.125,66.875,70,"(online_30, offline_70)",108.196,108.196,142.003,0.761927565,70,30
mobilenet_batch2-train,resnet-50_batch2-inf,resnet-50_batch2-inf,mobilenet_batch2-train,"(w1_90, w2_10)",125.016,81.7716129,279.721,22881.62871,freq900,14.84787234,85.15212766,90,"(online_10, offline_90)",125.016,125.016,148.218,0.843460308,90,10
mobilenet_batch2-train,mobilenet_v2_1.0_224_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,mobilenet_batch2-train,"(w1_90, w2_10)",141.21,72.69780969,279.166,20298.82082,freq900,5.037234043,94.96276596,90,"(online_10, offline_90)",141.21,141.21,145.848,0.96819977,90,10
mobilenet_batch2-train,resnet-50_batch2-train,mobilenet_batch2-train,resnet-50_batch2-train,"(w1_10, w2_90)",118.606,84.56007181,279.142,23613.72967,freq900,5.334375,94.665625,90,"(online_10, offline_90)",118.606,118.606,119.348,0.993782887,10,90
mobilenet_batch2-train,whisper-large-v2_batch2-inf,whisper-large-v2_batch2-inf,mobilenet_batch2-train,"(w1_10, w2_90)",63.947,178.9827728,280.371,50244.29444,freq1530,87.10833333,12.89166667,10,"(online_90, offline_10)",63.947,63.947,64.644,0.98921787,10,90
mobilenet_batch2-train,vit_h_14_batch2-train,mobilenet_batch2-train,vit_h_14_batch2-train,"(w1_10, w2_90)",64.248,185.9509677,279.652,52065.68819,freq1530,4.12,95.88,90,"(online_10, offline_90)",64.248,64.248,67.096,0.957553356,10,90
mobilenet_batch2-train,mobilenet_batch2-train,mobilenet_batch2-train,mobilenet_batch2-train,"(w1_10, w2_90)",115.026,71.87709156,279.171,20069.37414,freq1530,4.12,95.88,90,"(online_10, offline_90)",115.026,115.026,124.71,0.922347847,10,90
bert-base-cased_batch2-inf,wav2vec2-base-960h_batch2-inf,bert-base-cased_batch2-inf,wav2vec2-base-960h_batch2-inf,"(w1_90, w2_10)",78.381,189.0166607,279.237,52847.68276,freq900,88.43404255,11.56595745,10,"(online_90, offline_10)",78.381,78.381,78.381,1,90,10
bert-base-cased_batch2-inf,vit-base-patch16-224_batch2-inf,vit-base-patch16-224_batch2-inf,bert-base-cased_batch2-inf,"(w1_70, w2_30)",102.506,184.2270504,278.78,51419.76807,freq1530,33.125,66.875,70,"(online_30, offline_70)",102.506,102.506,108.115,0.948120057,70,30
bert-base-cased_batch2-inf,resnet-50_batch2-inf,bert-base-cased_batch2-inf,resnet-50_batch2-inf,"(w1_90, w2_10)",126.951,184.3809123,280.161,51720.17637,freq1530,87.4,12.6,10,"(online_90, offline_10)",126.951,126.951,142.503,0.890865455,90,10
bert-base-cased_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,bert-base-cased_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,"(w1_90, w2_10)",159.155,186.1565591,279.729,52136.42274,freq1530,87.4,12.6,10,"(online_90, offline_10)",159.155,159.155,159.155,1,90,10
bert-base-cased_batch2-inf,bert-base-cased_batch2-train,bert-base-cased_batch2-inf,bert-base-cased_batch2-train,"(w1_90, w2_10)",75.804,189.9821685,279.909,53246.52562,freq900,88.43404255,11.56595745,10,"(online_90, offline_10)",75.804,75.804,75.804,1,90,10
bert-base-cased_batch2-inf,resnet-50_batch2-train,bert-base-cased_batch2-inf,resnet-50_batch2-train,"(w1_90, w2_10)",114.129,182.9354219,279.375,51170.35639,freq1530,87.4,12.6,10,"(online_90, offline_10)",114.129,114.129,120.444,0.947568995,90,10
bert-base-cased_batch2-inf,whisper-large-v2_batch2-inf,bert-base-cased_batch2-inf,whisper-large-v2_batch2-inf,"(w1_90, w2_10)",72.178,185.1589262,299.08,55443.76975,freq900,88.43404255,11.56595745,10,"(online_90, offline_10)",72.178,72.178,72.178,1,90,10
bert-base-cased_batch2-inf,vit_h_14_batch2-train,bert-base-cased_batch2-inf,vit_h_14_batch2-train,"(w1_90, w2_10)",73.7,188.7530216,278.931,52717.27941,freq900,88.43404255,11.56595745,10,"(online_90, offline_10)",73.7,73.7,73.7,1,90,10
bert-base-cased_batch2-inf,mobilenet_batch2-train,bert-base-cased_batch2-inf,mobilenet_batch2-train,"(w1_90, w2_10)",138.401,190.380805,280.356,53438.39157,freq1530,87.4,12.6,10,"(online_90, offline_10)",138.401,138.401,138.401,1,90,10
bert-base-cased_batch2-inf,bert-base-cased_batch2-inf,bert-base-cased_batch2-inf,bert-base-cased_batch2-inf,"(w1_90, w2_10)",81.575,187.0909532,278.986,52260.91226,freq900,88.43404255,11.56595745,10,"(online_90, offline_10)",81.575,81.575,82.218,0.992179328,90,10
transpose_batch2-cuda_samples,whisper-large-v2_batch2-inf,whisper-large-v2_batch2-inf,transpose_batch2-cuda_samples,"(w1_10, w2_90)",92.135,181.7912779,718.432,130667.0358,freq1530,87.10833333,12.89166667,10,"(online_90, offline_10)",92.135,92.135,534.584,0.172348967,10,90
transpose_batch2-cuda_samples,vit_h_14_batch2-train,transpose_batch2-cuda_samples,vit_h_14_batch2-train,"(w1_80, w2_20)",478.748,185.2906273,135.507,25166.77108,freq1530,84.31428571,15.68571429,20,"(online_80, offline_20)",478.748,478.748,531.933,0.900015603,80,20
sortingNetworks_batch2-cuda_samples,wav2vec2-base-960h_batch2-inf,wav2vec2-base-960h_batch2-inf,sortingNetworks_batch2-cuda_samples,"(w1_20, w2_80)",80.324,187.0925318,314.954,58981.84036,freq1530,80.24,19.76,20,"(online_80, offline_20)",80.324,80.324,113.794,0.705872014,20,80
sortingNetworks_batch2-cuda_samples,whisper-large-v2_batch2-inf,whisper-large-v2_batch2-inf,sortingNetworks_batch2-cuda_samples,"(w1_10, w2_90)",23.44,183.869145,598.993,110192.1554,freq1530,87.10833333,12.89166667,10,"(online_90, offline_10)",23.44,23.44,109.923,0.213240177,10,90
sortingNetworks_batch2-cuda_samples,vit_h_14_batch2-train,sortingNetworks_batch2-cuda_samples,vit_h_14_batch2-train,"(w1_80, w2_20)",104.502,175.476375,120.052,21119.21413,freq1530,83.40186916,16.59813084,20,"(online_80, offline_20)",104.502,104.502,109.32,0.955927552,80,20
fastWalshTransform_batch2-cuda_samples,whisper-large-v2_batch2-inf,whisper-large-v2_batch2-inf,fastWalshTransform_batch2-cuda_samples,"(w1_10, w2_90)",19.836,182.180873,506.069,92256.08066,freq900,91.3,8.7,10,"(online_90, offline_10)",19.836,19.836,74.573,0.265994395,10,90
cudaTensorCoreGemm_batch2-cuda_samples,whisper-large-v2_batch2-inf,whisper-large-v2_batch2-inf,cudaTensorCoreGemm_batch2-cuda_samples,"(w1_10, w2_90)",18.163,183.848402,3265.202,600364.607,freq1530,87.10833333,12.89166667,10,"(online_90, offline_10)",18.163,18.163,158.162,0.114837951,10,90
cudaTensorCoreGemm_batch2-cuda_samples,vit_h_14_batch2-train,cudaTensorCoreGemm_batch2-cuda_samples,vit_h_14_batch2-train,"(w1_90, w2_10)",156.351,161.3146914,324.769,52433.35343,freq1530,98.45539033,1.54460967,10,"(online_90, offline_10)",156.351,156.351,156.351,1,90,10
bert-base-cased_batch2-train,reductionMultiBlockCG_batch2-cuda_samples,reductionMultiBlockCG_batch2-cuda_samples,bert-base-cased_batch2-train,"(w1_10, w2_90)",578.199,162.8477778,112.488,18367.37397,freq1530,93.19684211,6.80315789,10,"(online_90, offline_10)",578.199,578.199,578.199,1,10,90
mobilenet_batch2-train,reductionMultiBlockCG_batch2-cuda_samples,mobilenet_batch2-train,reductionMultiBlockCG_batch2-cuda_samples,"(w1_10, w2_90)",701.409,144.9526601,101.469,14744.8717,freq1530,4.12,95.88,90,"(online_10, offline_90)",701.409,701.409,701.409,1,10,90
mobilenet_batch2-train,transpose_batch2-cuda_samples,mobilenet_batch2-train,transpose_batch2-cuda_samples,"(w1_10, w2_90)",626.806,158.1561135,114.499,18151.97761,freq1530,4.12,95.88,90,"(online_10, offline_90)",626.806,626.806,626.806,1,10,90
mobilenet_batch2-train,sortingNetworks_batch2-cuda_samples,mobilenet_batch2-train,sortingNetworks_batch2-cuda_samples,"(w1_10, w2_90)",170.762,153.4376444,112.516,17305.01932,freq1530,4.12,95.88,90,"(online_10, offline_90)",170.762,170.762,170.762,1,10,90
reductionMultiBlockCG_batch2-cuda_samples,wav2vec2-base-960h_batch2-inf,wav2vec2-base-960h_batch2-inf,reductionMultiBlockCG_batch2-cuda_samples,"(w1_20, w2_80)",218.932,189.6926897,363.534,69015.42951,freq1530,80.24,19.76,20,"(online_80, offline_20)",218.932,218.932,605.447,0.361603906,20,80
reductionMultiBlockCG_batch2-cuda_samples,vit-base-patch16-224_batch2-inf,vit-base-patch16-224_batch2-inf,reductionMultiBlockCG_batch2-cuda_samples,"(w1_70, w2_30)",588.815,178.64125,119.999,21488.63868,freq1530,33.125,66.875,70,"(online_30, offline_70)",588.815,588.815,640.026,0.919986063,70,30
reductionMultiBlockCG_batch2-cuda_samples,whisper-large-v2_batch2-inf,whisper-large-v2_batch2-inf,reductionMultiBlockCG_batch2-cuda_samples,"(w1_10, w2_90)",90.463,179.3985162,727.626,130593.5291,freq1530,87.10833333,12.89166667,10,"(online_90, offline_10)",90.463,90.463,601.502,0.150395177,10,90
reductionMultiBlockCG_batch2-cuda_samples,resnet-50_batch2-train,reductionMultiBlockCG_batch2-cuda_samples,resnet-50_batch2-train,"(w1_90, w2_10)",612.582,146.7845887,115.499,16992.74447,freq1530,93.19684211,6.80315789,10,"(online_90, offline_10)",612.582,612.582,612.582,1,90,10
reductionMultiBlockCG_batch2-cuda_samples,resnet-50_batch2-inf,resnet-50_batch2-inf,reductionMultiBlockCG_batch2-cuda_samples,"(w1_90, w2_10)",664.763,150.477757,106.986,16139.54296,freq1530,10.2,89.8,90,"(online_10, offline_90)",664.763,664.763,664.763,1,90,10
reductionMultiBlockCG_batch2-cuda_samples,vit_h_14_batch2-train,reductionMultiBlockCG_batch2-cuda_samples,vit_h_14_batch2-train,"(w1_90, w2_10)",578.59,161.4179018,111.998,18129.74184,freq1530,93.19684211,6.80315789,10,"(online_90, offline_10)",578.59,578.59,578.59,1,90,10
transpose_batch2-cuda_samples,wav2vec2-base-960h_batch2-inf,wav2vec2-base-960h_batch2-inf,transpose_batch2-cuda_samples,"(w1_20, w2_80)",211.787,188.1398013,378.503,71268.96274,freq1530,80.24,19.76,20,"(online_80, offline_20)",211.787,211.787,521.805,0.405873842,20,80
transpose_batch2-cuda_samples,vit-base-patch16-224_batch2-inf,vit-base-patch16-224_batch2-inf,transpose_batch2-cuda_samples,"(w1_70, w2_30)",530.564,184.2709665,134.583,24856.7294,freq1530,33.125,66.875,70,"(online_30, offline_70)",530.564,530.564,571.371,0.928580554,70,30
resnet-50_batch2-train,transpose_batch2-cuda_samples,resnet-50_batch2-train,transpose_batch2-cuda_samples,"(w1_20, w2_80)",549.53,156.270613,130.577,20450.27544,freq1530,15.08333333,84.91666667,80,"(online_20, offline_80)",549.53,549.53,569.637,0.964702082,20,80
resnet-50_batch2-train,sortingNetworks_batch2-cuda_samples,resnet-50_batch2-train,sortingNetworks_batch2-cuda_samples,"(w1_20, w2_80)",152.545,157.79775,120.049,18989.64571,freq1530,15.08333333,84.91666667,80,"(online_20, offline_80)",152.545,152.545,152.545,1,20,80
sortingNetworks_batch2-cuda_samples,vit-base-patch16-224_batch2-inf,vit-base-patch16-224_batch2-inf,sortingNetworks_batch2-cuda_samples,"(w1_70, w2_30)",138.985,178.3538057,123.465,22074.54689,freq1530,33.125,66.875,70,"(online_30, offline_70)",138.985,138.985,143.082,0.97136607,70,30
fastWalshTransform_batch2-cuda_samples,wav2vec2-base-960h_batch2-inf,wav2vec2-base-960h_batch2-inf,fastWalshTransform_batch2-cuda_samples,"(w1_20, w2_80)",72.413,187.076374,262.746,49212.49934,freq900,82.6893617,17.3106383,20,"(online_80, offline_20)",72.413,72.413,81.492,0.888590291,20,80
fastWalshTransform_batch2-cuda_samples,vit-base-patch16-224_batch2-inf,vit-base-patch16-224_batch2-inf,fastWalshTransform_batch2-cuda_samples,"(w1_70, w2_30)",101.62,165.5869512,123.066,20425.76997,freq1530,33.125,66.875,70,"(online_30, offline_70)",101.62,101.62,118.22,0.859583827,70,30
fastWalshTransform_batch2-cuda_samples,mobilenet_batch2-train,fastWalshTransform_batch2-cuda_samples,mobilenet_batch2-train,"(w1_90, w2_10)",134.146,142.6793133,116.523,16662.52623,freq900,94.676,5.324,10,"(online_90, offline_10)",134.146,134.146,136.679,0.981467526,90,10
fastWalshTransform_batch2-cuda_samples,resnet-50_batch2-train,resnet-50_batch2-train,fastWalshTransform_batch2-cuda_samples,"(w1_80, w2_20)",111.653,147.2489474,123.574,18234.8272,freq1530,15.08333333,84.91666667,80,"(online_20, offline_80)",111.653,111.653,119.707,0.932719056,80,20
