Workload1,Workload2,Workload3,Thread_combination,w1_percentage,w2_percentage,w3_percentage,weight_Throughput_sum,Power,PowerCap,selected_model_freq
bert-base-cased_batch2-train,vit-base-patch16-224_batch2-inf,vit_h_14_batch2-train,"(w1_30, w2_40, w3_30)",30,40,30,61.428,186.7889966555184,200,freq1530
bert-base-cased_batch2-train,resnet-50_batch2-inf,wav2vec2-base-960h_batch2-inf,"(w1_35, w2_30, w3_35)",35,30,35,102.949,187.1572408026756,200,freq1530
bert-base-cased_batch2-train,resnet-50_batch2-inf,vit-base-patch16-224_batch2-inf,"(w1_35, w2_30, w3_35)",35,30,35,138.04,184.9283110367893,200,freq1530
bert-base-cased_batch2-train,resnet-50_batch2-inf,resnet-50_batch2-train,"(w1_35, w2_30, w3_35)",35,30,35,140.50900000000001,186.1556761268781,200,freq1530
bert-base-cased_batch2-train,resnet-50_batch2-inf,whisper-large-v2_batch2-inf,"(w1_35, w2_30, w3_35)",35,30,35,89.022,185.43744574290483,200,freq1530
bert-base-cased_batch2-train,resnet-50_batch2-inf,vit_h_14_batch2-train,"(w1_35, w2_30, w3_35)",35,30,35,88.203,183.7689464882943,200,freq1530
bert-base-cased_batch2-train,mobilenet_v2_1.0_224_batch2-inf,wav2vec2-base-960h_batch2-inf,"(w1_35, w2_30, w3_35)",35,30,35,114.374,185.6616220735786,200,freq1530
bert-base-cased_batch2-train,mobilenet_v2_1.0_224_batch2-inf,vit-base-patch16-224_batch2-inf,"(w1_45, w2_10, w3_45)",45,10,45,141.656,183.41366220735785,200,freq1530
bert-base-cased_batch2-train,mobilenet_v2_1.0_224_batch2-inf,resnet-50_batch2-inf,"(w1_35, w2_30, w3_35)",35,30,35,160.254,178.86605351170567,200,freq1530
bert-base-cased_batch2-train,mobilenet_v2_1.0_224_batch2-inf,resnet-50_batch2-train,"(w1_35, w2_30, w3_35)",35,30,35,146.218,176.4474123539232,200,freq1530
bert-base-cased_batch2-train,mobilenet_v2_1.0_224_batch2-inf,whisper-large-v2_batch2-inf,"(w1_45, w2_10, w3_45)",45,10,45,93.213,182.56782608695653,200,freq1530
bert-base-cased_batch2-train,mobilenet_v2_1.0_224_batch2-inf,vit_h_14_batch2-train,"(w1_45, w2_10, w3_45)",45,10,45,93.777,184.0665719063545,200,freq1530
bert-base-cased_batch2-train,resnet-50_batch2-train,wav2vec2-base-960h_batch2-inf,"(w1_35, w2_35, w3_30)",35,35,30,75.441,186.2472361809045,200,freq1530
bert-base-cased_batch2-train,resnet-50_batch2-train,vit-base-patch16-224_batch2-inf,"(w1_30, w2_30, w3_40)",30,30,40,115.947,185.88158536585368,200,freq1530
bert-base-cased_batch2-train,resnet-50_batch2-train,whisper-large-v2_batch2-inf,"(w1_20, w2_20, w3_60)",20,20,60,57.067,181.03056951423787,200,freq1530
bert-base-cased_batch2-train,resnet-50_batch2-train,vit_h_14_batch2-train,"(w1_30, w2_35, w3_35)",30,35,35,62.113,186.08801335559264,200,freq1530
bert-base-cased_batch2-train,vit_h_14_batch2-train,wav2vec2-base-960h_batch2-inf,"(w1_30, w2_30, w3_40)",30,30,40,29.952,185.08582952815829,200,freq900
bert-base-cased_batch2-train,vit_h_14_batch2-train,whisper-large-v2_batch2-inf,"(w1_20, w2_20, w3_60)",20,20,60,8.791,181.76486577181203,200,freq900
bert-base-cased_batch2-train,mobilenet_batch2-train,wav2vec2-base-960h_batch2-inf,"(w1_35, w2_35, w3_30)",35,35,30,80.248,184.8615525876461,200,freq1530
bert-base-cased_batch2-train,mobilenet_batch2-train,vit-base-patch16-224_batch2-inf,"(w1_30, w2_30, w3_40)",30,30,40,123.021,188.22057838660572,200,freq1530
bert-base-cased_batch2-train,mobilenet_batch2-train,resnet-50_batch2-inf,"(w1_35, w2_35, w3_30)",35,35,30,141.259,181.20569282136896,200,freq1530
bert-base-cased_batch2-train,mobilenet_batch2-train,mobilenet_v2_1.0_224_batch2-inf,"(w1_35, w2_35, w3_30)",35,35,30,154.426,169.13214046822742,200,freq900
bert-base-cased_batch2-train,mobilenet_batch2-train,resnet-50_batch2-train,"(w1_50, w2_25, w3_25)",50,25,25,125.11,180.57944723618093,200,freq1530
bert-base-cased_batch2-train,mobilenet_batch2-train,whisper-large-v2_batch2-inf,"(w1_20, w2_20, w3_60)",20,20,60,67.754,180.2035008375209,200,freq1530
bert-base-cased_batch2-train,mobilenet_batch2-train,vit_h_14_batch2-train,"(w1_30, w2_35, w3_35)",30,35,35,72.46600000000001,186.62036850921277,200,freq1530
resnet-50_batch2-train,wav2vec2-base-960h_batch2-inf,whisper-large-v2_batch2-inf,"(w1_35, w2_30, w3_35)",35,30,35,70.055,184.19063545150505,200,freq1530
resnet-50_batch2-train,vit-base-patch16-224_batch2-inf,wav2vec2-base-960h_batch2-inf,"(w1_30, w2_40, w3_30)",30,40,30,124.351,183.906237458194,200,freq1530
resnet-50_batch2-train,vit-base-patch16-224_batch2-inf,whisper-large-v2_batch2-inf,"(w1_30, w2_40, w3_30)",30,40,30,106.311,184.07660535117057,200,freq1530
resnet-50_batch2-train,vit-base-patch16-224_batch2-inf,vit_h_14_batch2-train,"(w1_30, w2_40, w3_30)",30,40,30,106.851,182.69909698996656,200,freq1530
resnet-50_batch2-train,vit_h_14_batch2-train,wav2vec2-base-960h_batch2-inf,"(w1_30, w2_30, w3_40)",30,30,40,74.871,185.74238601823708,200,freq1530
resnet-50_batch2-train,vit_h_14_batch2-train,whisper-large-v2_batch2-inf,"(w1_30, w2_30, w3_40)",30,30,40,54.475,185.74088145896656,200,freq900
vit_h_14_batch2-train,wav2vec2-base-960h_batch2-inf,whisper-large-v2_batch2-inf,"(w1_35, w2_30, w3_35)",35,30,35,19.717000000000002,184.8423076923077,200,freq900
albert-base-v2_batch2-train,wav2vec2-base-960h_batch2-inf,whisper-large-v2_batch2-inf,"(w1_35, w2_30, w3_35)",35,30,35,27.305999999999997,190.01309364548496,200,freq900
albert-base-v2_batch2-train,vit-base-patch16-224_batch2-inf,wav2vec2-base-960h_batch2-inf,"(w1_35, w2_30, w3_35)",35,30,35,70.294,185.9279933110368,200,freq1530
albert-base-v2_batch2-train,vit-base-patch16-224_batch2-inf,whisper-large-v2_batch2-inf,"(w1_30, w2_40, w3_30)",30,40,30,61.981,183.61836120401335,200,freq1530
albert-base-v2_batch2-train,vit-base-patch16-224_batch2-inf,vit_h_14_batch2-train,"(w1_30, w2_40, w3_30)",30,40,30,61.807,185.8323913043478,200,freq1530
albert-base-v2_batch2-train,resnet-50_batch2-inf,wav2vec2-base-960h_batch2-inf,"(w1_30, w2_40, w3_30)",30,40,30,106.24499999999999,185.8624247491639,200,freq1530
albert-base-v2_batch2-train,resnet-50_batch2-inf,vit-base-patch16-224_batch2-inf,"(w1_35, w2_30, w3_35)",35,30,35,136.227,185.6260200668896,200,freq1530
albert-base-v2_batch2-train,resnet-50_batch2-inf,resnet-50_batch2-train,"(w1_35, w2_30, w3_35)",35,30,35,143.602,188.841608040201,200,freq1530
albert-base-v2_batch2-train,resnet-50_batch2-inf,whisper-large-v2_batch2-inf,"(w1_35, w2_30, w3_35)",35,30,35,88.673,187.6953010033445,200,freq1530
albert-base-v2_batch2-train,resnet-50_batch2-inf,vit_h_14_batch2-train,"(w1_35, w2_30, w3_35)",35,30,35,89.105,186.39172818791943,200,freq1530
albert-base-v2_batch2-train,mobilenet_v2_1.0_224_batch2-inf,wav2vec2-base-960h_batch2-inf,"(w1_45, w2_10, w3_45)",45,10,45,113.46600000000001,188.05821070234117,200,freq1530
albert-base-v2_batch2-train,mobilenet_v2_1.0_224_batch2-inf,vit-base-patch16-224_batch2-inf,"(w1_45, w2_10, w3_45)",45,10,45,141.168,183.39479933110368,200,freq1530
albert-base-v2_batch2-train,mobilenet_v2_1.0_224_batch2-inf,resnet-50_batch2-inf,"(w1_45, w2_10, w3_45)",45,10,45,164.128,186.8535451505017,200,freq1530
albert-base-v2_batch2-train,mobilenet_v2_1.0_224_batch2-inf,resnet-50_batch2-train,"(w1_45, w2_10, w3_45)",45,10,45,144.661,185.3776755852843,200,freq1530
albert-base-v2_batch2-train,mobilenet_v2_1.0_224_batch2-inf,whisper-large-v2_batch2-inf,"(w1_35, w2_30, w3_35)",35,30,35,98.14999999999999,186.24341137123744,200,freq1530
albert-base-v2_batch2-train,mobilenet_v2_1.0_224_batch2-inf,vit_h_14_batch2-train,"(w1_45, w2_10, w3_45)",45,10,45,93.04599999999999,185.1109698996656,200,freq1530
albert-base-v2_batch2-train,bert-base-cased_batch2-train,wav2vec2-base-960h_batch2-inf,"(w1_30, w2_30, w3_40)",30,30,40,36.441,189.94483282674773,200,freq900
albert-base-v2_batch2-train,bert-base-cased_batch2-train,vit-base-patch16-224_batch2-inf,"(w1_30, w2_30, w3_40)",30,30,40,66.971,186.6582522796353,200,freq1530
albert-base-v2_batch2-train,bert-base-cased_batch2-train,resnet-50_batch2-inf,"(w1_30, w2_30, w3_40)",30,30,40,100.131,186.51013657056143,200,freq1530
albert-base-v2_batch2-train,bert-base-cased_batch2-train,mobilenet_v2_1.0_224_batch2-inf,"(w1_35, w2_35, w3_30)",35,35,30,104.488,185.4196476510067,200,freq1530
albert-base-v2_batch2-train,bert-base-cased_batch2-train,resnet-50_batch2-train,"(w1_50, w2_25, w3_25)",50,25,25,70.295,187.3819095477387,200,freq1530
albert-base-v2_batch2-train,bert-base-cased_batch2-train,whisper-large-v2_batch2-inf,"(w1_30, w2_30, w3_40)",30,30,40,17.265,188.9651215805471,200,freq900
albert-base-v2_batch2-train,bert-base-cased_batch2-train,vit_h_14_batch2-train,"(w1_60, w2_20, w3_20)",60,20,20,21.77,185.30282608695651,200,freq900
albert-base-v2_batch2-train,bert-base-cased_batch2-train,mobilenet_batch2-train,"(w1_50, w2_25, w3_25)",50,25,25,78.646,184.37155778894476,200,freq1530
albert-base-v2_batch2-train,resnet-50_batch2-train,wav2vec2-base-960h_batch2-inf,"(w1_35, w2_35, w3_30)",35,35,30,79.853,188.17010016694488,200,freq1530
albert-base-v2_batch2-train,resnet-50_batch2-train,vit-base-patch16-224_batch2-inf,"(w1_35, w2_35, w3_30)",35,35,30,110.423,186.32465776293824,200,freq1530
albert-base-v2_batch2-train,resnet-50_batch2-train,whisper-large-v2_batch2-inf,"(w1_20, w2_20, w3_60)",20,20,60,57.392,179.09512520868114,200,freq1530
albert-base-v2_batch2-train,resnet-50_batch2-train,vit_h_14_batch2-train,"(w1_30, w2_35, w3_35)",30,35,35,64.14699999999999,185.97617056856188,200,freq1530
albert-base-v2_batch2-train,vit_h_14_batch2-train,wav2vec2-base-960h_batch2-inf,"(w1_35, w2_35, w3_30)",35,35,30,27.689,185.59346153846155,200,freq900
albert-base-v2_batch2-train,vit_h_14_batch2-train,whisper-large-v2_batch2-inf,"(w1_20, w2_20, w3_60)",20,20,60,9.270999999999999,184.19436241610737,200,freq900
albert-base-v2_batch2-train,mobilenet_batch2-train,wav2vec2-base-960h_batch2-inf,"(w1_35, w2_35, w3_30)",35,35,30,91.619,185.3894314381271,200,freq1530
albert-base-v2_batch2-train,mobilenet_batch2-train,vit-base-patch16-224_batch2-inf,"(w1_30, w2_30, w3_40)",30,30,40,128.434,187.2639117199391,200,freq1530
albert-base-v2_batch2-train,mobilenet_batch2-train,resnet-50_batch2-inf,"(w1_35, w2_35, w3_30)",35,35,30,149.34,181.8898662207358,200,freq1530
albert-base-v2_batch2-train,mobilenet_batch2-train,mobilenet_v2_1.0_224_batch2-inf,"(w1_45, w2_45, w3_10)",45,45,10,154.023,190.28270903010036,200,freq1530
albert-base-v2_batch2-train,mobilenet_batch2-train,resnet-50_batch2-train,"(w1_30, w2_35, w3_35)",30,35,35,126.93,170.07200333889818,200,freq1530
albert-base-v2_batch2-train,mobilenet_batch2-train,whisper-large-v2_batch2-inf,"(w1_20, w2_20, w3_60)",20,20,60,66.20100000000001,183.0443120805369,200,freq1530
albert-base-v2_batch2-train,mobilenet_batch2-train,vit_h_14_batch2-train,"(w1_30, w2_35, w3_35)",30,35,35,68.761,186.5162479061977,200,freq1530
albert-base-v2_batch2-train,bert-base-cased_batch2-inf,wav2vec2-base-960h_batch2-inf,"(w1_35, w2_30, w3_35)",35,30,35,52.46,186.8311853088481,200,freq900
albert-base-v2_batch2-train,bert-base-cased_batch2-inf,vit-base-patch16-224_batch2-inf,"(w1_35, w2_30, w3_35)",35,30,35,86.608,185.2994816053512,200,freq1530
albert-base-v2_batch2-train,bert-base-cased_batch2-inf,resnet-50_batch2-inf,"(w1_35, w2_30, w3_35)",35,30,35,118.318,186.1746321070234,200,freq1530
albert-base-v2_batch2-train,bert-base-cased_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,"(w1_35, w2_30, w3_35)",35,30,35,118.87700000000001,187.2763043478261,200,freq1530
albert-base-v2_batch2-train,bert-base-cased_batch2-inf,bert-base-cased_batch2-train,"(w1_35, w2_30, w3_35)",35,30,35,41.778999999999996,189.53110738255037,200,freq900
albert-base-v2_batch2-train,bert-base-cased_batch2-inf,resnet-50_batch2-train,"(w1_35, w2_30, w3_35)",35,30,35,90.015,185.75487479131883,200,freq1530
albert-base-v2_batch2-train,bert-base-cased_batch2-inf,whisper-large-v2_batch2-inf,"(w1_35, w2_30, w3_35)",35,30,35,35.184,186.56132107023407,200,freq900
albert-base-v2_batch2-train,bert-base-cased_batch2-inf,vit_h_14_batch2-train,"(w1_20, w2_60, w3_20)",20,60,20,54.541000000000004,187.79590604026845,200,freq900
albert-base-v2_batch2-train,bert-base-cased_batch2-inf,mobilenet_batch2-train,"(w1_35, w2_30, w3_35)",35,30,35,100.20100000000001,189.5561268781302,200,freq1530
mobilenet_batch2-train,wav2vec2-base-960h_batch2-inf,whisper-large-v2_batch2-inf,"(w1_30, w2_40, w3_30)",30,40,30,87.083,185.8415886287625,200,freq1530
mobilenet_batch2-train,vit-base-patch16-224_batch2-inf,wav2vec2-base-960h_batch2-inf,"(w1_30, w2_40, w3_30)",30,40,30,137.751,184.0192307692308,200,freq1530
mobilenet_batch2-train,vit-base-patch16-224_batch2-inf,whisper-large-v2_batch2-inf,"(w1_30, w2_40, w3_30)",30,40,30,117.556,184.66993311036788,200,freq1530
mobilenet_batch2-train,vit-base-patch16-224_batch2-inf,vit_h_14_batch2-train,"(w1_30, w2_40, w3_30)",30,40,30,117.85900000000001,180.9101839464883,200,freq1530
mobilenet_batch2-train,resnet-50_batch2-inf,wav2vec2-base-960h_batch2-inf,"(w1_35, w2_30, w3_35)",35,30,35,157.175,176.09241666666668,200,freq1530
mobilenet_batch2-train,resnet-50_batch2-inf,vit-base-patch16-224_batch2-inf,"(w1_35, w2_30, w3_35)",35,30,35,189.958,135.97195652173914,200,freq1530
mobilenet_batch2-train,resnet-50_batch2-inf,resnet-50_batch2-train,"(w1_35, w2_30, w3_35)",35,30,35,189.339,99.97257095158598,200,freq1530
mobilenet_batch2-train,resnet-50_batch2-inf,whisper-large-v2_batch2-inf,"(w1_35, w2_30, w3_35)",35,30,35,139.149,176.87892976588628,200,freq1530
mobilenet_batch2-train,resnet-50_batch2-inf,vit_h_14_batch2-train,"(w1_35, w2_30, w3_35)",35,30,35,135.978,171.4705518394649,200,freq1530
mobilenet_batch2-train,mobilenet_v2_1.0_224_batch2-inf,wav2vec2-base-960h_batch2-inf,"(w1_45, w2_10, w3_45)",45,10,45,163.88,179.83628762541807,200,freq1530
mobilenet_batch2-train,mobilenet_v2_1.0_224_batch2-inf,vit-base-patch16-224_batch2-inf,"(w1_45, w2_10, w3_45)",45,10,45,190.887,137.94825000000003,200,freq1530
mobilenet_batch2-train,mobilenet_v2_1.0_224_batch2-inf,resnet-50_batch2-inf,"(w1_45, w2_10, w3_45)",45,10,45,203.139,86.98879598662208,200,freq1530
mobilenet_batch2-train,mobilenet_v2_1.0_224_batch2-inf,resnet-50_batch2-train,"(w1_45, w2_10, w3_45)",45,10,45,185.147,86.24171953255426,200,freq1530
mobilenet_batch2-train,mobilenet_v2_1.0_224_batch2-inf,whisper-large-v2_batch2-inf,"(w1_45, w2_10, w3_45)",45,10,45,140.14,174.16630434782607,200,freq1530
mobilenet_batch2-train,mobilenet_v2_1.0_224_batch2-inf,vit_h_14_batch2-train,"(w1_45, w2_10, w3_45)",45,10,45,139.355,174.38645484949834,200,freq1530
mobilenet_batch2-train,resnet-50_batch2-train,wav2vec2-base-960h_batch2-inf,"(w1_30, w2_30, w3_40)",30,30,40,140.889,185.53156534954408,200,freq1530
mobilenet_batch2-train,resnet-50_batch2-train,vit-base-patch16-224_batch2-inf,"(w1_30, w2_30, w3_40)",30,30,40,161.11,149.44149162861493,200,freq1530
mobilenet_batch2-train,resnet-50_batch2-train,whisper-large-v2_batch2-inf,"(w1_45, w2_45, w3_10)",45,45,10,118.092,116.54242474916389,200,freq900
mobilenet_batch2-train,resnet-50_batch2-train,vit_h_14_batch2-train,"(w1_20, w2_40, w3_40)",20,40,40,118.08,178.80651445966515,200,freq900
mobilenet_batch2-train,vit_h_14_batch2-train,wav2vec2-base-960h_batch2-inf,"(w1_30, w2_30, w3_40)",30,30,40,85.47200000000001,184.95987841945288,200,freq1530
mobilenet_batch2-train,vit_h_14_batch2-train,whisper-large-v2_batch2-inf,"(w1_30, w2_30, w3_40)",30,30,40,63.83,182.70574468085107,200,freq1530
bert-base-cased_batch2-inf,wav2vec2-base-960h_batch2-inf,whisper-large-v2_batch2-inf,"(w1_30, w2_35, w3_35)",30,35,35,45.622,185.44030100334447,200,freq900
bert-base-cased_batch2-inf,vit-base-patch16-224_batch2-inf,wav2vec2-base-960h_batch2-inf,"(w1_30, w2_35, w3_35)",30,35,35,97.623,186.50795986622077,200,freq1530
bert-base-cased_batch2-inf,vit-base-patch16-224_batch2-inf,whisper-large-v2_batch2-inf,"(w1_30, w2_35, w3_35)",30,35,35,80.13300000000001,187.0737959866221,200,freq1530
bert-base-cased_batch2-inf,vit-base-patch16-224_batch2-inf,vit_h_14_batch2-train,"(w1_30, w2_35, w3_35)",30,35,35,78.586,184.63391304347823,200,freq1530
bert-base-cased_batch2-inf,resnet-50_batch2-inf,wav2vec2-base-960h_batch2-inf,"(w1_30, w2_35, w3_35)",30,35,35,126.731,187.0296153846154,200,freq1530
bert-base-cased_batch2-inf,resnet-50_batch2-inf,vit-base-patch16-224_batch2-inf,"(w1_30, w2_35, w3_35)",30,35,35,157.686,181.8911872909699,200,freq1530
bert-base-cased_batch2-inf,resnet-50_batch2-inf,resnet-50_batch2-train,"(w1_30, w2_35, w3_35)",30,35,35,163.53199999999998,186.83263772954925,200,freq1530
bert-base-cased_batch2-inf,resnet-50_batch2-inf,whisper-large-v2_batch2-inf,"(w1_60, w2_20, w3_20)",60,20,20,121.545,190.41951505016723,200,freq1530
bert-base-cased_batch2-inf,resnet-50_batch2-inf,vit_h_14_batch2-train,"(w1_30, w2_35, w3_35)",30,35,35,108.30199999999999,184.87339464882945,200,freq1530
bert-base-cased_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,wav2vec2-base-960h_batch2-inf,"(w1_30, w2_35, w3_35)",30,35,35,132.901,186.86862876254185,200,freq1530
bert-base-cased_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,vit-base-patch16-224_batch2-inf,"(w1_30, w2_35, w3_35)",30,35,35,164.87599999999998,184.626872909699,200,freq1530
bert-base-cased_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,resnet-50_batch2-inf,"(w1_30, w2_35, w3_35)",30,35,35,184.437,179.19989966555184,200,freq1530
bert-base-cased_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,resnet-50_batch2-train,"(w1_30, w2_35, w3_35)",30,35,35,166.22,175.71589315525875,200,freq1530
bert-base-cased_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,whisper-large-v2_batch2-inf,"(w1_60, w2_20, w3_20)",60,20,20,135.806,189.34809364548497,200,freq1530
bert-base-cased_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,vit_h_14_batch2-train,"(w1_30, w2_35, w3_35)",30,35,35,115.005,186.99165551839465,200,freq1530
bert-base-cased_batch2-inf,bert-base-cased_batch2-train,wav2vec2-base-960h_batch2-inf,"(w1_30, w2_35, w3_35)",30,35,35,51.589,185.4534338358459,200,freq900
bert-base-cased_batch2-inf,bert-base-cased_batch2-train,vit-base-patch16-224_batch2-inf,"(w1_20, w2_40, w3_40)",20,40,40,79.94,184.70524316109424,200,freq1530
bert-base-cased_batch2-inf,bert-base-cased_batch2-train,resnet-50_batch2-inf,"(w1_50, w2_25, w3_25)",50,25,25,124.262,186.7921702838064,200,freq1530
bert-base-cased_batch2-inf,bert-base-cased_batch2-train,mobilenet_v2_1.0_224_batch2-inf,"(w1_50, w2_25, w3_25)",50,25,25,133.108,187.20127090301,200,freq1530
bert-base-cased_batch2-inf,bert-base-cased_batch2-train,resnet-50_batch2-train,"(w1_50, w2_25, w3_25)",50,25,25,99.057,187.94662751677853,200,freq1530
bert-base-cased_batch2-inf,bert-base-cased_batch2-train,whisper-large-v2_batch2-inf,"(w1_20, w2_40, w3_40)",20,40,40,28.098,186.02550834597875,200,freq900
bert-base-cased_batch2-inf,bert-base-cased_batch2-train,vit_h_14_batch2-train,"(w1_60, w2_20, w3_20)",60,20,20,53.666,186.01472361809047,200,freq900
bert-base-cased_batch2-inf,bert-base-cased_batch2-train,mobilenet_batch2-train,"(w1_50, w2_25, w3_25)",50,25,25,112.06700000000001,186.34753768844223,200,freq1530
bert-base-cased_batch2-inf,resnet-50_batch2-train,wav2vec2-base-960h_batch2-inf,"(w1_30, w2_35, w3_35)",30,35,35,100.615,186.64612687813025,200,freq1530
bert-base-cased_batch2-inf,resnet-50_batch2-train,vit-base-patch16-224_batch2-inf,"(w1_30, w2_35, w3_35)",30,35,35,138.609,184.48622073578596,200,freq1530
