workload1,workload2,freq1,freq2,iterations,w1_proposal_percentage,w2_proposal_percentage,w1_fair_percentage,w2_fair_percentage,w1_optimal_percentage,w2_optimal_percentage,total_throughput_at_selected,w1_throughput_at_selected,w2_throughput_at_selected,w1_arrival,w2_arrival,w1_change_factor,w2_change_factor,w1_residual_selected,w2_residual_selected
resnet-50_batch2-inf,sortingNetworks_batch2-cuda_samples,300.0,300.0,2,40.0,70.0,36.36363636363636,63.63636363636363,40.0,60.0,58.067,38.067,20.0,52.67105010726058,30.024213075060533,0.38364068897629383,0.5012106537530266,-14.604050107260576,-10.024213075060533
resnet-50_batch2-inf,transpose_batch2-cuda_samples,300.0,300.0,2,40.0,50.0,40.0,50.0,40.0,60.0,130.30599999999998,38.34,91.966,52.67105010726058,137.4448,0.37378847436777707,0.4945175390905334,-14.331050107260573,-45.47879999999999
resnet-50_batch2-inf,vit-base-patch16-224_batch2-inf,300.0,300.0,2,40.0,50.0,40.0,50.0,40.0,60.0,59.56400000000001,39.215,20.349,52.67105010726058,28.79960639952206,0.34313528260259013,0.41528362079326053,-13.456050107260573,-8.450606399522059
resnet-50_batch2-inf,vit_h_14_batch2-train,300.0,300.0,2,40.0,80.0,33.333333333333336,66.66666666666667,30.0,70.0,31.346,30.363,0.983,52.67105010726058,1.3865983171738605,0.7347116591661094,0.41057814564990897,-22.308050107260577,-0.4035983171738605
resnet-50_batch2-inf,wav2vec2-base-960h_batch2-inf,300.0,300.0,2,40.0,80.0,33.333333333333336,66.66666666666667,30.0,70.0,37.986,30.86,7.126,52.67105010726058,9.683122051755843,0.70677414475893,0.3588439589890321,-21.811050107260577,-2.557122051755843
resnet-50_batch2-inf,whisper-large-v2_batch2-inf,300.0,300.0,2,40.0,60.0,40.0,60.0,40.0,60.0,39.323,38.935,0.388,52.67105010726058,0.638458413140635,0.3527944036794805,0.6455113740738015,-13.736050107260574,-0.250458413140635
resnet-50_batch2-train,resnet-50_batch2-train,300.0,300.0,2,40.0,40.0,40.0,40.0,40.0,60.0,46.0,21.543,24.457,30.013618896435663,30.013618896435663,0.39319588248784587,0.22719952964123408,-8.470618896435663,-5.556618896435662
resnet-50_batch2-train,sortingNetworks_batch2-cuda_samples,300.0,300.0,2,40.0,70.0,36.36363636363636,63.63636363636363,40.0,60.0,40.602000000000004,20.794,19.808,30.013618896435663,30.024213075060533,0.4433788062150458,0.5157619686520867,-9.219618896435662,-10.216213075060534
resnet-50_batch2-train,transpose_batch2-cuda_samples,300.0,300.0,2,40.0,50.0,40.0,50.0,40.0,60.0,111.33500000000001,20.894,90.441,30.013618896435663,137.4448,0.43647070433788004,0.5197178270916949,-9.119618896435664,-47.003799999999984
resnet-50_batch2-train,vit-base-patch16-224_batch2-inf,300.0,300.0,2,40.0,50.0,40.0,50.0,40.0,60.0,41.837,21.48,20.357,30.013618896435663,28.79960639952206,0.39728207152866213,0.41472743525676964,-8.533618896435662,-8.44260639952206
resnet-50_batch2-train,vit_h_14_batch2-train,300.0,300.0,2,40.0,80.0,33.333333333333336,66.66666666666667,30.0,70.0,19.041,18.05,0.991,30.013618896435663,1.3865983171738605,0.6628043709936654,0.39919103650238197,-11.963618896435662,-0.3955983171738605
resnet-50_batch2-train,wav2vec2-base-960h_batch2-inf,300.0,300.0,2,40.0,80.0,33.333333333333336,66.66666666666667,30.0,70.0,24.669,17.684,6.985,30.013618896435663,9.683122051755843,0.6972188925828806,0.3862737368297556,-12.329618896435662,-2.698122051755843
resnet-50_batch2-train,whisper-large-v2_batch2-inf,300.0,300.0,2,40.0,60.0,40.0,60.0,40.0,60.0,21.737,21.36,0.377,30.013618896435663,0.638458413140635,0.4051319708069131,0.6935236422828515,-8.653618896435663,-0.261458413140635
sortingNetworks_batch2-cuda_samples,vit-base-patch16-224_batch2-inf,300.0,300.0,2,70.0,50.0,58.333333333333336,41.66666666666667,60.0,40.0,33.594,19.84,13.754,30.024213075060533,28.79960639952206,0.513317191283293,1.0939076922729432,-10.184213075060534,-15.04560639952206
sortingNetworks_batch2-cuda_samples,vit_h_14_batch2-train,300.0,300.0,2,70.0,80.0,46.666666666666664,53.33333333333333,50.0,50.0,17.91,17.198,0.712,30.024213075060533,1.3865983171738605,0.7457967830596891,0.9474695465925008,-12.826213075060533,-0.6745983171738605
sortingNetworks_batch2-cuda_samples,wav2vec2-base-960h_batch2-inf,300.0,300.0,2,70.0,80.0,46.666666666666664,53.33333333333333,50.0,50.0,22.015,16.963,5.052,30.024213075060533,9.683122051755843,0.7699824957295603,0.9166908257632311,-13.061213075060532,-4.631122051755844
sortingNetworks_batch2-cuda_samples,whisper-large-v2_batch2-inf,300.0,300.0,2,70.0,60.0,53.84615384615385,46.15384615384615,50.0,50.0,17.538,17.234,0.304,30.024213075060533,0.638458413140635,0.7421499985528914,1.100192148488931,-12.790213075060532,-0.334458413140635
transpose_batch2-cuda_samples,vit-base-patch16-224_batch2-inf,300.0,300.0,2,50.0,50.0,50.0,50.0,50.0,50.0,95.73100000000001,78.218,17.513,137.4448,28.79960639952206,0.7572016671354417,0.6444701878331557,-59.22679999999998,-11.286606399522057
transpose_batch2-cuda_samples,vit_h_14_batch2-train,300.0,300.0,2,50.0,80.0,38.46153846153847,61.53846153846154,40.0,60.0,65.092,64.234,0.858,137.4448,1.3865983171738605,1.1397515334558022,0.6160819547480892,-73.21079999999999,-0.5285983171738605
transpose_batch2-cuda_samples,wav2vec2-base-960h_batch2-inf,300.0,300.0,2,50.0,80.0,38.46153846153847,61.53846153846154,40.0,60.0,71.357,65.214,6.143,137.4448,9.683122051755843,1.1075965283528075,0.5762855366687032,-72.23079999999999,-3.5401220517558434
transpose_batch2-cuda_samples,whisper-large-v2_batch2-inf,300.0,300.0,2,50.0,60.0,45.45454545454545,54.54545454545455,50.0,50.0,77.23400000000001,76.927,0.307,137.4448,0.638458413140635,0.7866912787447837,1.0796690981779642,-60.51779999999998,-0.331458413140635
vit-base-patch16-224_batch2-inf,vit-base-patch16-224_batch2-inf,300.0,300.0,2,50.0,50.0,50.0,50.0,50.0,50.0,36.634,18.318,18.316,28.79960639952206,28.79960639952206,0.5722025548379767,0.5723742301551682,-10.481606399522057,-10.48360639952206
vit-base-patch16-224_batch2-inf,vit_h_14_batch2-train,300.0,300.0,2,50.0,80.0,38.46153846153847,61.53846153846154,40.0,60.0,15.235999999999999,14.379,0.857,28.79960639952206,1.3865983171738605,1.0028935530650296,0.617967697985835,-14.42060639952206,-0.5295983171738605
vit-base-patch16-224_batch2-inf,wav2vec2-base-960h_batch2-inf,300.0,300.0,2,50.0,80.0,38.46153846153847,61.53846153846154,40.0,60.0,21.107,14.829,6.278,28.79960639952206,9.683122051755843,0.9421138579487529,0.5423896227709213,-13.970606399522058,-3.4051220517558436
vit-base-patch16-224_batch2-inf,whisper-large-v2_batch2-inf,300.0,300.0,2,50.0,60.0,45.45454545454545,54.54545454545455,50.0,50.0,18.508,18.186,0.322,28.79960639952206,0.638458413140635,0.5836141207259463,0.9827901029212267,-10.613606399522059,-0.316458413140635
vit_h_14_batch2-train,vit_h_14_batch2-train,300.0,300.0,2,80.0,80.0,50.0,50.0,50.0,50.0,1.404,0.702,0.702,1.3865983171738605,1.3865983171738605,0.9752112780254424,0.9752112780254424,-0.6845983171738605,-0.6845983171738605
vit_h_14_batch2-train,wav2vec2-base-960h_batch2-inf,300.0,300.0,2,80.0,80.0,50.0,50.0,50.0,50.0,5.947,0.723,5.224,1.3865983171738605,9.683122051755843,0.9178399960910935,0.8535838537051766,-0.6635983171738605,-4.459122051755843
vit_h_14_batch2-train,whisper-large-v2_batch2-inf,300.0,300.0,2,80.0,60.0,57.142857142857146,42.85714285714286,60.0,40.0,1.1179999999999999,0.868,0.25,1.3865983171738605,0.638458413140635,0.5974634990482264,1.55383365256254,-0.5185983171738605,-0.388458413140635
wav2vec2-base-960h_batch2-inf,wav2vec2-base-960h_batch2-inf,300.0,300.0,2,80.0,80.0,50.0,50.0,50.0,50.0,10.527000000000001,5.264,5.263,9.683122051755843,9.683122051755843,0.8394988700144078,0.8398483852851688,-4.419122051755843,-4.420122051755843
wav2vec2-base-960h_batch2-inf,whisper-large-v2_batch2-inf,300.0,300.0,2,80.0,60.0,57.142857142857146,42.85714285714286,60.0,40.0,6.511,6.255,0.256,9.683122051755843,0.638458413140635,0.548061079417401,1.4939781763306055,-3.4281220517558433,-0.382458413140635
whisper-large-v2_batch2-inf,whisper-large-v2_batch2-inf,300.0,300.0,2,60.0,60.0,50.0,50.0,50.0,50.0,0.64,0.32,0.32,0.638458413140635,0.638458413140635,0.9951825410644843,0.9951825410644843,-0.318458413140635,-0.318458413140635
