workload1,workload2,w1_optimal_percentage,w2_optimal_percentage,max_xput_sum,w1_throughput_at_optimal,w2_throughput_at_optimal
cudaTensorCoreGemm_batch2-cuda_samples,bert-base-cased_batch2-train,30.0,70.0,0.077887362637364,0.0237,0.054187362637364
fastWalshTransform_batch2-cuda_samples,bert-base-cased_batch2-train,30.0,70.0,0.09851013186813198,0.022458,0.07605213186813199
bert-base-cased_batch2-train,mobilenet_batch2-train,30.0,70.0,0.1058994,0.089542,0.0163574
mobilenet_v2_1.0_224_batch2-inf,bert-base-cased_batch2-train,30.0,70.0,0.063714626373628,0.011299,0.052415626373627996
reductionMultiBlockCG_batch2-cuda_samples,bert-base-cased_batch2-train,30.0,70.0,0.06070815384615599,0.004698,0.05601015384615599
resnet-50_batch2-inf,bert-base-cased_batch2-train,20.0,80.0,0.056975428571429995,0.013382,0.04359342857143
bert-base-cased_batch2-train,resnet-50_batch2-train,30.0,70.0,0.11339478571428571,0.095383,0.018011785714285716
sortingNetworks_batch2-cuda_samples,bert-base-cased_batch2-train,30.0,70.0,0.084693131868132,0.017097,0.067596131868132
transpose_batch2-cuda_samples,bert-base-cased_batch2-train,30.0,70.0,0.06250665934066,0.004445,0.05806165934066
vit-base-patch16-224_batch2-inf,bert-base-cased_batch2-train,30.0,70.0,0.075807142857144,0.021733,0.054074142857144
bert-base-cased_batch2-train,vit_h_14_batch2-train,30.0,70.0,0.32919016483516805,0.118175,0.21101516483516802
wav2vec2-base-960h_batch2-inf,bert-base-cased_batch2-train,30.0,70.0,0.111874362637364,0.054425,0.057449362637364006
whisper-large-v2_batch2-inf,bert-base-cased_batch2-train,30.0,70.0,1.094030747252748,1.037344,0.05668674725274799
cudaTensorCoreGemm_batch2-cuda_samples,mobilenet_batch2-train,30.0,70.0,0.03393992727272727,0.01714,0.016799927272727274
cudaTensorCoreGemm_batch2-cuda_samples,mobilenet_v2_1.0_224_batch2-inf,30.0,70.0,0.029945,0.0172,0.012745
cudaTensorCoreGemm_batch2-cuda_samples,resnet-50_batch2-inf,30.0,70.0,0.03022101098901099,0.0175,0.012721010989010989
cudaTensorCoreGemm_batch2-cuda_samples,resnet-50_batch2-train,30.0,70.0,0.03608578571428571,0.0184,0.017685785714285713
cudaTensorCoreGemm_batch2-cuda_samples,vit-base-patch16-224_batch2-inf,30.0,70.0,0.032051307692308004,0.01818,0.013871307692308002
cudaTensorCoreGemm_batch2-cuda_samples,vit_h_14_batch2-train,30.0,70.0,0.21506220879121202,0.0237,0.19136220879121202
cudaTensorCoreGemm_batch2-cuda_samples,wav2vec2-base-960h_batch2-inf,30.0,70.0,0.045626472527475995,0.02038,0.025246472527476
cudaTensorCoreGemm_batch2-cuda_samples,whisper-large-v2_batch2-inf,30.0,70.0,0.431617780219784,0.02018,0.411437780219784
fastWalshTransform_batch2-cuda_samples,mobilenet_batch2-train,30.0,70.0,0.03432035294117647,0.017895,0.01642535294117647
fastWalshTransform_batch2-cuda_samples,mobilenet_v2_1.0_224_batch2-inf,30.0,70.0,0.029912945054945055,0.018026,0.011886945054945055
fastWalshTransform_batch2-cuda_samples,resnet-50_batch2-inf,30.0,70.0,0.03044649090909091,0.018268,0.01217849090909091
fastWalshTransform_batch2-cuda_samples,resnet-50_batch2-train,30.0,70.0,0.03685225274725275,0.019311,0.017541252747252746
fastWalshTransform_batch2-cuda_samples,vit-base-patch16-224_batch2-inf,30.0,70.0,0.035636857142859996,0.019049,0.01658785714286
fastWalshTransform_batch2-cuda_samples,vit_h_14_batch2-train,30.0,70.0,0.291624593406596,0.022859,0.268765593406596
fastWalshTransform_batch2-cuda_samples,wav2vec2-base-960h_batch2-inf,30.0,70.0,0.05562021978021999,0.02055,0.03507021978021999
fastWalshTransform_batch2-cuda_samples,whisper-large-v2_batch2-inf,30.0,70.0,0.697596131868132,0.021376,0.676220131868132
mobilenet_batch2-train,mobilenet_batch2-train,10.0,90.0,0.034520156862745094,0.015993,0.018527156862745097
mobilenet_v2_1.0_224_batch2-inf,mobilenet_batch2-train,30.0,70.0,0.028838250000000003,0.011419,0.01741925
reductionMultiBlockCG_batch2-cuda_samples,mobilenet_batch2-train,30.0,70.0,0.020171617647058823,0.002989,0.017182617647058824
resnet-50_batch2-inf,mobilenet_batch2-train,30.0,70.0,0.029093178571428572,0.011441,0.017652178571428572
mobilenet_batch2-train,resnet-50_batch2-train,50.0,50.0,0.03807325714285714,0.020222,0.01785125714285714
sortingNetworks_batch2-cuda_samples,mobilenet_batch2-train,30.0,70.0,0.031545384615384614,0.014677,0.016868384615384615
transpose_batch2-cuda_samples,mobilenet_batch2-train,30.0,70.0,0.020032263736263736,0.003275,0.016757263736263735
vit-base-patch16-224_batch2-inf,mobilenet_batch2-train,30.0,70.0,0.03494955882352941,0.018187,0.01676255882352941
mobilenet_batch2-train,vit_h_14_batch2-train,20.0,80.0,0.167142131868135,0.016425,0.150717131868135
wav2vec2-base-960h_batch2-inf,mobilenet_batch2-train,30.0,70.0,0.059771000000000005,0.043575,0.016196
whisper-large-v2_batch2-inf,mobilenet_batch2-train,30.0,70.0,0.7642212857142857,0.748503,0.015718285714285716
mobilenet_v2_1.0_224_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,60.0,40.0,0.0258859,0.013077,0.0128089
reductionMultiBlockCG_batch2-cuda_samples,mobilenet_v2_1.0_224_batch2-inf,30.0,70.0,0.015725,0.003051,0.012674
mobilenet_v2_1.0_224_batch2-inf,resnet-50_batch2-inf,50.0,50.0,0.025975329670329672,0.013247,0.01272832967032967
mobilenet_v2_1.0_224_batch2-inf,resnet-50_batch2-train,40.0,60.0,0.030591433333333334,0.012346,0.018245433333333335
sortingNetworks_batch2-cuda_samples,mobilenet_v2_1.0_224_batch2-inf,30.0,70.0,0.026957714285714286,0.014758,0.012199714285714286
transpose_batch2-cuda_samples,mobilenet_v2_1.0_224_batch2-inf,30.0,70.0,0.015242321428571428,0.003288,0.011954321428571429
mobilenet_v2_1.0_224_batch2-inf,vit-base-patch16-224_batch2-inf,20.0,80.0,0.025236802197804997,0.012812,0.012424802197804998
mobilenet_v2_1.0_224_batch2-inf,vit_h_14_batch2-train,30.0,70.0,0.19926098901099196,0.01181,0.18745098901099197
mobilenet_v2_1.0_224_batch2-inf,wav2vec2-base-960h_batch2-inf,10.0,90.0,0.026872043956045998,0.01235,0.014522043956045998
mobilenet_v2_1.0_224_batch2-inf,whisper-large-v2_batch2-inf,20.0,80.0,0.32399864835165,0.011852,0.31214664835165
reductionMultiBlockCG_batch2-cuda_samples,resnet-50_batch2-inf,30.0,70.0,0.015038923076923078,0.003102,0.011936923076923078
reductionMultiBlockCG_batch2-cuda_samples,resnet-50_batch2-train,30.0,70.0,0.021723021978021978,0.003286,0.018437021978021977
reductionMultiBlockCG_batch2-cuda_samples,vit-base-patch16-224_batch2-inf,30.0,70.0,0.016947846153848,0.003332,0.013615846153848
reductionMultiBlockCG_batch2-cuda_samples,vit_h_14_batch2-train,30.0,70.0,0.20120597802198,0.004558,0.19664797802198
reductionMultiBlockCG_batch2-cuda_samples,wav2vec2-base-960h_batch2-inf,30.0,70.0,0.029469131868132,0.003918,0.025551131868131998
reductionMultiBlockCG_batch2-cuda_samples,whisper-large-v2_batch2-inf,30.0,70.0,0.42937875824176003,0.003836,0.42554275824176
resnet-50_batch2-inf,resnet-50_batch2-inf,30.0,70.0,0.025425802197802196,0.012567,0.012858802197802197
resnet-50_batch2-inf,resnet-50_batch2-train,20.0,80.0,0.03191906593406593,0.012216,0.019703065934065934
sortingNetworks_batch2-cuda_samples,resnet-50_batch2-inf,30.0,70.0,0.026942927272727273,0.014839,0.012103927272727273
transpose_batch2-cuda_samples,resnet-50_batch2-inf,30.0,70.0,0.015310978021978023,0.003341,0.011969978021978023
resnet-50_batch2-inf,vit-base-patch16-224_batch2-inf,20.0,80.0,0.025902153846155,0.013401,0.012501153846155001
resnet-50_batch2-inf,vit_h_14_batch2-train,30.0,70.0,0.20241324175824402,0.012887,0.189526241758244
resnet-50_batch2-inf,wav2vec2-base-960h_batch2-inf,30.0,70.0,0.037078142857144,0.012432,0.024646142857144004
resnet-50_batch2-inf,whisper-large-v2_batch2-inf,20.0,80.0,0.331355230769235,0.01265,0.318705230769235
resnet-50_batch2-train,resnet-50_batch2-train,20.0,80.0,0.03648727142857143,0.01784,0.01864727142857143
sortingNetworks_batch2-cuda_samples,resnet-50_batch2-train,30.0,70.0,0.03423346153846154,0.015323,0.01891046153846154
transpose_batch2-cuda_samples,resnet-50_batch2-train,30.0,70.0,0.021699626373626373,0.003538,0.018161626373626373
vit-base-patch16-224_batch2-inf,resnet-50_batch2-train,30.0,70.0,0.03751035714285714,0.018965,0.01854535714285714
resnet-50_batch2-train,vit_h_14_batch2-train,30.0,70.0,0.21339853846154005,0.018692,0.19470653846154004
wav2vec2-base-960h_batch2-inf,resnet-50_batch2-train,30.0,70.0,0.06209857142857143,0.045673,0.01642557142857143
whisper-large-v2_batch2-inf,resnet-50_batch2-train,30.0,70.0,0.8139488214285715,0.796178,0.017770821428571427
sortingNetworks_batch2-cuda_samples,vit-base-patch16-224_batch2-inf,30.0,70.0,0.03054685714286,0.015242,0.01530485714286
sortingNetworks_batch2-cuda_samples,vit_h_14_batch2-train,30.0,70.0,0.26250587912088,0.0175,0.24500587912088
sortingNetworks_batch2-cuda_samples,wav2vec2-base-960h_batch2-inf,30.0,70.0,0.04700632967033201,0.01621,0.03079632967033201
sortingNetworks_batch2-cuda_samples,whisper-large-v2_batch2-inf,30.0,70.0,0.610131120879124,0.016532,0.593599120879124
transpose_batch2-cuda_samples,vit-base-patch16-224_batch2-inf,30.0,70.0,0.01755497802198,0.003512,0.01404297802198
transpose_batch2-cuda_samples,vit_h_14_batch2-train,30.0,70.0,0.20958826373626396,0.004568,0.20502026373626397
transpose_batch2-cuda_samples,wav2vec2-base-960h_batch2-inf,30.0,70.0,0.030693967032968002,0.004035,0.026658967032968002
transpose_batch2-cuda_samples,whisper-large-v2_batch2-inf,30.0,70.0,0.47139293406593596,0.004038,0.467354934065936
vit-base-patch16-224_batch2-inf,vit-base-patch16-224_batch2-inf,30.0,70.0,0.033326648351652,0.019656,0.013670648351652
vit-base-patch16-224_batch2-inf,vit_h_14_batch2-train,30.0,70.0,0.21592440659340797,0.022601,0.19332340659340796
vit-base-patch16-224_batch2-inf,wav2vec2-base-960h_batch2-inf,30.0,70.0,0.045251450549451996,0.020274,0.024977450549451996
vit-base-patch16-224_batch2-inf,whisper-large-v2_batch2-inf,30.0,70.0,0.44157690109890396,0.019777,0.421799901098904
vit_h_14_batch2-train,vit_h_14_batch2-train,30.0,70.0,0.6455919450549481,0.431779,0.21381294505494802
wav2vec2-base-960h_batch2-inf,vit_h_14_batch2-train,30.0,70.0,0.259233901098904,0.056278,0.202955901098904
whisper-large-v2_batch2-inf,vit_h_14_batch2-train,30.0,70.0,1.241732252747256,1.039501,0.20223125274725598
wav2vec2-base-960h_batch2-inf,wav2vec2-base-960h_batch2-inf,30.0,70.0,0.074360373626376,0.048473,0.025887373626375998
wav2vec2-base-960h_batch2-inf,whisper-large-v2_batch2-inf,30.0,70.0,0.49205735164835207,0.048845,0.44321235164835204
whisper-large-v2_batch2-inf,whisper-large-v2_batch2-inf,30.0,70.0,1.339487560439564,0.892857,0.44663056043956395
